english, hindi
Bhuvan_Chandra_Khanduri,भुवन चन्द्र खण्डूरी
Ram_Prasad_Nautiyal,राम प्रसाद नौटियाल
Bhagat_Singh_Koshyari,भगत सिंह कोश्यारी
Narayan_Dutt_Tiwari,नारायण दत्त तिवारी
Bhuwan_Chandra_Khanduri,भुवन चन्द्र खण्डूरी
Ramesh_Pokhriyal,रमेश पोखरियाल
Vijay_Bahuguna,विजय बहुगुणा
Abhinav_Bindra,अभिनव बिंद्रा
Bachendri_Pal,बछेंद्री पाल
Ekta_Bisht,एकता बिष्ट
Hemlata_Kala,हेमलता कला
National_Bravery_Award,राष्‍ट्रीय वीरता पुरस्‍कार
Madhumita_Bisht,मधुमिता बिष्ट
Nain_Singh_Rawat,नैन सिंह रावत
Unmukt_Chand,उन्मुक्त चन्द
Prem_Lal_Joshi,प्रेम लाल जोशी
Sundarlal_Bahuguna,सुन्दरलाल बहुगुणा
Hastinapur,हस्तिनापुर
Krishna,कृष्ण
Lakshmana,लक्ष्मण
Ramayana,रामायण
Singapore,सिंगापुर
Lord_Rama,राम
Amir_Khusro,अमीर ख़ुसरो
Bharat_Bhushan,भारत भूषण
Ghazi_Saiyyad_Salar_Masud,सैयद सालार मसूद ग़ाज़ी
Bahraich,बहराइच
Kabir,कबीर
Nizamuddin_Auliya,हज़रत निज़ामुद्दीन
Paramahansa_Yogananda,परमहंस योगानन्द
Salim_Chishti,सलीम चिश्ती
Narottama_Dasa,नरोत्तमदास
Bhagavata_Purana,भागवत पुराण
Devraha_Baba,देवरहा बाबा
Malik_Mohammad_Jayasi,मलिक मोहम्मद जायसी
Shiv_Dayal_Singh,शिव दयाल सिंह
Shriram_Sharma_Acharya,राम शर्मा
Swami_Karpatri,स्वामी करपात्री
Bakht_Khan,बख़्त खान
Begum_Hazrat_Mahal,बेगम हज़रत महल
Mangal_Pandey,मंगल पांडे
Rani_Lakshmibai,रानी लक्ष्मीबाई
Acharya_Narendra_Dev,नरेन्द्र देव
Asaf_Ali,असफ अली
Ashfaqullah_Khan,अशफ़ाक़ुल्लाह ख़ाँ
Kakori,काकोरी
Hindustan_Socialist_Republican_Association,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन
Bhagat_Singh,भगत सिंह
Chandrashekhar_Azad,चन्द्रशेखर आज़ाद
Chittu_Pandey,चित्तू पाण्डे
Ganesh_Shankar_Vidyarthi,गणेशशंकर विद्यार्थी
Hasrat_Mohani,हसरत मोहानी
Mahavir_Tyagi,महावीर त्यागी
Maulana_Shaukat_Ali,मौलाना शौकत अली
Mukhtar_Ahmed_Ansari,मुख्तार अहमद अंसारी
Munishwar_Dutt_Upadhyay,मुनीश्वर दत्त उपाध्याय
Purushottam_Das_Tandon,पुरुषोत्तम दास टंडन
Rafi_Ahmed_Kidwai,रफ़ी अहमद किदवाई
Raja_Mahendra_Pratap,राजा महेन्द्र प्रताप सिंह
Rajendra_Lahiri,राजेन्द्रनाथ लाहिड़ी
Ram_Manohar_Lohia,राममनोहर लोहिया
Ram_Prasad_Bismil,राम प्रसाद 'बिस्मिल'
Dhan_Singh_Gurjar,धन सिंह गुर्जर
Manoj_Kumar_Pandey,मनोज कुमार पांडेय
Naik_Jadu_Nath_Singh,यदुनाथ सिंह
Yogendra_Singh_Yadav,योगेन्द्र सिंह यादव
Brigadier_Mohammad_Usman,मोहम्मद उस्मान
Kamlesh_Kumari,कमलेश कुमारी
Bhagwan_Das,भगवान दास
Jawaharlal_Nehru,जवाहरलाल नेहरू
Lal_Bahadur_Shastri,लालबहादुर शास्त्री
Ravi_Shankar,रवि शंकर
Pandit_Madan_Mohan_Malviya,मदनमोहन मालवीय
Banaras_Hindu_University,काशी हिन्दू विश्‍वविद्यालय
Ustad_Ghulam_Mustafa_Khan,गुलाम मुस्तफ़ा खान
Amitabh_Bachchan,अमिताभ बच्चन
Kishan_Maharaj,किशन महाराज
Mahesh_Prasad_Mehray,महेश प्रसाद मैहरे
Bhagwati_Charan_Varma,भगवती चरण वर्मा
Irfan_Habib,इरफान हबीब
Josh_Malihabadi,जोश मलिहाबादी
Obaid_Siddiqui,उबैद सिद्दिकी
Rahul_Sankrityayan,राहुल सांकृत्यायन
Ram_Kinkar_Upadhyay,रामकिंकर उपाध्याय
Srilal_Shukla,श्रीलाल शुक्ल
Bekal_Utsahi,बेकल उत्साही
Giriraj_Kishore,गिरिराज किशोर (राजनीतिज्ञ)
Gopaldas_Neeraj,गोपालदास नीरज
Hamid_Ansari,मोहम्मद हामिद अंसारी
K._P._Saxena,के पी सक्सेना
Kapil_Deva_Dvivedi,कपिलदेव द्विवेदी
Kunwar_Digvijay_Singh,कुंवर दिग्विजय सिंह
Mohammed_Shahid,मोहम्मद शाहिद
Muzaffar_Ali,मुज़फ्फर अली
Vidya_Niwas_Mishra,विद्यानिवास मिश्र
Yogiraj_Bharat_Bhushan,भारत भूषण (योगी)
Majrooh_Sultanpuri,मजरुह सुल्तानपुरी
Naushad_Ali,नौशाद
Akhlaq_Mohammed_Khan,अख़लाक़ मुहम्मद ख़ान 'शहरयार'
Ali_Sardar_Jafri,अली सरदार जाफरी
Firaq_Gorakhpuri,फ़िराक़ गोरखपुरी
Mahadevi_Verma,महादेवी वर्मा
Sri_Lal_Sukla,श्रीलाल शुक्ल
Sandeep_Pandey,संदीप पाण्डे
Abhinn_Shyam_Gupta,अभिन्न श्याम गुप्ता
Varun_Bhati,वरुण सिंह भाटी
Lalji_Singh,लालजी सिंह
Prem_Chand_Pandey,प्रेम चंद पाण्डेय
Mriganka_Sur,मृगांक सूर
Rajendra_K._Pachauri,राजेन्द्र कुमार पचौरी
Ram_Nath_Kovind,राम नाथ कोविन्द
Gopal_Swarup_Pathak,गोपाल स्वरूप पाठक
Indira_Gandhi,इन्दिरा गांधी
Choudhary_Charan_Singh,चौधरी चरण सिंह
Rajiv_Gandhi,राजीव गांधी
Vishwanath_Pratap_Singh,विश्वनाथ प्रताप सिंह
Chandra_Shekhar,चन्द्रशेखर
Kalyan_Singh,कल्याण सिंह
Ram_Naresh_Yadav,राम नरेश यादव
Syed_Sibtey_Razi,सैयद सिब्ते रज़ी
Triloki_Nath_Chaturvedi,त्रिलोकी नाथ चतुर्वेदी
Kalraj_Mishra,कलराज मिश्र
Kailas_Nath_Wanchoo,के एन वान्चू
Kamal_Narain_Singh,के एन सिंह (न्यायाधीश)
Mirza_Hameedullah_Beg,मिर्जा हमीदुल्ला बेग
Mohammad_Hidayatullah,मुहम्मद हिदायतुल्लाह
Raghunandan_Swarup_Pathak,आर एस पाठक
V._N._Khare,वी एन खरे
Sucheta_Kripalani,सुचेता कृपलानी
Chandra_Bhanu_Gupta,चन्द्र भानु गुप्ता
Tribhuvan_Narain_Singh,त्रिभुवन नारायण सिंह
Kamalapati_Tripathi,कमलापति त्रिपाठी
Hemvati_Nandan_Bahuguna,हेमवती नंदन बहुगुणा
Banarsi_Das,बनारसी दास
Sripati_Mishra,श्रीपति मिश्रा
Vir_Bahadur_Singh,वीर बहादुर सिंह
Mulayam_Singh_Yadav,मुलायम सिंह यादव
Ram_Prakash_Gupta,राम प्रकाश गुप्ता
Rajnath_Singh,राजनाथ सिंह
Akhilesh_Yadav,अखिलेश यादव
Yogi_Adityanath,योगी आदित्यनाथ
Motilal_Nehru,मोतीलाल नेहरू
Pandit_Madan_Mohan_Malaviya,मदनमोहन मालवीय
Amar_Mani,अमरमणि त्रिपाठी
Arif_Mohammad_Khan,आरिफ़ मोहम्मद ख़ान
Beni_Prasad_Verma,बेनी प्रसाद वर्मा
Deen_Dayal_Upadhyaya,दीनदयाल उपाध्याय
Feroze_Gandhi,फिरोज़ गांधी
Kalpnath_Rai,कल्पनाथ राय
Kamal_Nath,कमल नाथ
Kamlesh_Paswan,कमलेश पासवान
Mahendra_Singh_Tikait,महेंद्र सिंह टिकैत
Prakash_Vir_Shastri,प्रकाशवीर शास्त्री
Arya_Samaj,आर्य समाज
Raj_Babbar,राज बब्बर
Raj_Narain,राजनारायण
Raja_Bhaiya,रघुराज प्रताप सिंह
Rajendra_Kumari_Bajpai,राजेंद्र कुमारी बाजपेयी
Rajkumari_Amrit_Kaur,राजकुमारी अमृत कौर
Ram_Govind_Chaudhary,रामगोविन्द चौधरी
Sheila_Kaul,शीला कौल
Shriprakash_Jaiswal,श्रीप्रकाश जायसवाल
Shiv_Pratap_Shukla,शिव प्रताप शुक्ल
Shyama_Charan_Gupta,श्याम चरण गुप्ता
Shyamlal_Yadav,श्‍याम लाल यादव
Suresh_Pasi,सुरेश पासी
Acharya_Chatursen,आचार्य चतुरसेन शास्त्री
Acharya_Kuber_Nath_Rai,कुबेर नाथ राय
Amritlal_Nagar,अमृतलाल नागर
Ayodhya_Prasad_Upadhyay,अयोध्यासिंह उपाध्याय 'हरिऔध'
Babu_Gulabrai,बाबू गुलाबराय
Baldev_Upadhyaya,बलदेव उपाध्याय
Bhagwati_Charan_Verma,भगवती चरण वर्मा
Bharatendu_Harishchandra,भारतेन्दु हरिश्चंद्र
Hazari_Prasad_Dwivedi,हजारीप्रसाद द्विवेदी
Jaishankar_Prasad,जयशंकर प्रसाद
Kashi_Nath_Singh,काशीनाथ सिंह
Mahapandit_Rahul_Sankrityayan,राहुल सांकृत्यायन
Malik_Muhammad_Jayasi,मलिक मोहम्मद जायसी
Rahi_Masoom_Raza,राही मासूम रज़ा
Rajendra_Yadav,राजेन्द्र यादव
Ramchandra_Shukla,रामचन्द्र शुक्ल
Sachchidananda_Hirananda_Vatsyayan,अज्ञेय
Shrilal_Shukla,श्रीलाल शुक्ल
Vibhuti_Narain_Rai,विभूति नारायण राय
Vinod_Kumar_Shukla,विनोद कुमार शुक्ल
Vishnu_Sarma,विष्णु शर्मा
Panchtantra,पञ्चतन्त्र
Viveki_Rai,विवेकी राय
Ismat_Chugtai,इस्मत चुग़ताई
Mirza_Hadi_Ruswa,मिर्जा हादी रुसवा
Allan_Sealy,आई. ऍलन सीली
Attia_Hosain,अत्तिया हुसैन
Nayantara_Sahgal,नयनतारा सहगल
Vikas_Swarup,विकास स्वरुप
Leema_Dhar,लीमा धर
Akbar_Allahabadi,अक़बर इलाहाबादी
Brij_Narayan_Chakbast,बृज नारायण चकबस्त
Daya_Shankar_Kaul_Nasim,दया शंकर कौल नसीम
Jigar_Moradabadi,जिगर मुरादाबादी
Kaifi_Azmi,कैफ़ी आज़मी
Maulana_Hali,अल्ताफ हुसैन हाली
Mir_Anis,मीर बाबर अली अनीस
Mir_Taqi_Mir,मीर तक़ी मीर
Mirza_Ghalib,मिर्ज़ा ग़ालिब
Safi_Lakhnavi,सफ़ी लखनवी
Gopal_Das_Neeraj,गोपालदास नीरज
Harikrishna_Prasad_Gupta_Agrahari,हरिकृष्ण प्रसाद गुप्ता अग्रहरि
Harivansh_Rai_Bachchan,हरिवंश राय बच्चन
Kaka_Hathrasi,काका हाथरसी
Kedarnath_Singh,केदारनाथ सिंह
Mahadevi_Varma,महादेवी वर्मा
Maithilisharan_Gupt,मैथिलीशरण गुप्त
Shivmangal_Singh_Suman,शिवमंगल सिंह 'सुमन'
Subhadra_Kumari_Chauhan,सुभद्रा कुमारी चौहान
Kumar_Vishwas,कुमार विश्वास
Sir_Syed_Ahmad_Khan,सैयद अहमद ख़ान
Aligarh_Muslim_University,अलीगढ़ मुस्लिम विश्वविद्यालय
City_Montessori_School,सिटी मॉण्टेसरी स्कूल
Lt._General_Zameerud-din_Shah,ज़मीर उद्दीन शाह
Norman_Anil_Kumar_Browne,नॉर्मन अनिल कुमार ब्राउन
Braj_Kumar_Nehru,ब्रज कुमार नेहरू
Shilendra_Kumar_Singh,शैलेन्द्र कुमार सिंह
Vijaya_Lakshmi_Pandit,विजयलक्ष्मी पंडित
Chandrika_Prasad_Srivastava,चंद्रिका प्रसाद श्रीवास्तव
Dharma_Vira,धरम वीरा
Isha_Basant_Joshi,ईशा बसंत जोशी
Vinod_Rai,विनोद राय
Begum_Akhtar,बेग़म अख़्तर
Hari_Prasad_Chaurasia,हरिप्रसाद चौरसिया
Lalmani_Misra,लालमणि मिश्र
Dadasaheb_Phalke_Award,दादासाहेब फाल्के पुरस्कार
Vishnu_Narayan_Bhatkhande,विष्णु नारायण भातखंडे
Vikash_Maharaj,विकास महाराज
Kanpur,कानपुर
Ankit_Tiwari,अंकित तिवारी
Anup_Jalota,अनूप जलोटा
Girija_Devi,गिरिजा देवी
Kailash_Kher,कैलाश खेर
Kanika_Kapoor,कनिका कपूर
Shubha_Mudgal,शुभा मुद्गल
Siddheshwari_Devi,सिद्धेश्वरी देवी
Talat_Mahmood,तलत महमूद
Ali_Quli_Mirza,अली क़ुली मिर्ज़ा
Baba_Sehgal,बाबा सहगल
Birju_Maharaj,बिरजू महाराज
Lachhu_Maharaj,लच्छू महाराज
Kapila_Vatsyayan,कपिला वात्स्यायन
Sitara_Devi,सितारा देवी
Dhyan_Chand,ध्यानचंद सिंह
K._D._Singh,कुंवर दिग्विजय सिंह
Bhuvneshwar_Kumar,भुवनेश्वर कुमार
Chetan_Chauhan,चेतन चौहान
Manoj_Prabhakar,मनोज प्रभाकर
Mohammed_Kaif,मोहम्मद कैफ़
Mohammed_Shami,मोहम्मद शमी
Piyush_Chawla,पीयूष चावला
Praveen_Kumar,प्रवीण कुमार
R._P._Singh,रुद्र प्रताप सिंह
Raman_Lamba,रमन लांबा
Rohan_Gavaskar,रोहन गावस्कर (
Suresh_Raina,सुरेश रैना
Umesh_Yadav,उमेश यादव
Kuldeep_Yadav,कुलदीप यादव
Shivam_Mavi,शिवम मावी
Jitu_Rai,जीतू राय
Arun_Nehru,अरुण नेहरू
Dharamvir_Bharati,धर्मवीर भारती
Narendra_Mohan,नरेन्द्र मोहन
Raghuvir_Sahay,रघुवीर सहाय
Ram_Bahadur_Rai,राम बहादुर राय
Surendra_Pratap_Singh,सुरेन्द्र प्रताप सिंह (पत्रकार)
Raju_Srivastava,राजू श्रीवास्तव
Amir_Khan,आमिर ख़ान (बहुविकल्पी)
Disha_Patani,दिशा पाटनी
Jimmy_Shergill,जिमी शेरगिल
Abhishek_Bachchan,अभिषेक बच्चन
Mika_Singh,मीका सिंह
Nawazuddin_Siddiqui,नवाज़ुद्दीन सिद्दीकी
Achint_Kaur,अचिंत कौर
Aditi_Sharma,अदिति शर्मा
Aditya_Srivastava,आदित्य श्रीवास्तव
Ali_Fazal,अली फज़ल
Arun_Govil,अरुण गोविल
Lara_Dutta,लारा दत्ता
Pooja_Batra,पूजा बत्रा
Rajpal_Yadav,राजपाल यादव
Dalip_Tahil,दलीप ताहिल
Zohra_Segal,ज़ोहरा सहगल
Kumar_Gaurav,कुमार गौरव
Raza_Murad,रज़ा मुराद
Chunky_Pandey,चंकी पांडे
Mandakini,मन्दाकिनी (बहुविकल्पी)
Dipti_Bhatnagar,दीप्ति भटनागर
Kadar_Khan,कादर ख़ान
Meenakshi_Dixit,मीनाक्षी दीक्षित
Naseeruddin_Shah,नसीरुद्दीन शाह
Ravi_Kishan,रवि किशन
Saurabh_Shukla,सौरभ शुक्ला
Shweta_Tiwari,श्वेता तिवारी
Siddharth_Nigam,सिद्धार्थ निगम
Sonal_Chauhan,सोनल चौहान
Vineet_Kumar_Singh,विनीत कुमार सिंह
Zoya_Afroz,ज़ोया अफ़रोज़
Anurag_Kashyap,अनुराग कश्यप
Farhan_Akhtar,फरहान अख्तर
K._Asif,के॰ आसिफ़
Kamal_Amrohi,कमाल अमरोही
Prakash_Mehra,प्रकाश मेहरा
Vishal_Bhardwaj,विशाल भारद्वाज
Zoya_Akhtar,ज़ोया अख़्तर
Kavita_Seth,कविता सेठ
Hemanta_Kumar_Mukhopadhyay,हेमन्त कुमार मुखोपाध्याय
Rajkumari_Dubey,राजकुमारी दुबे
Sunidhi_Chauhan,सुनिधि चौहान
Vidup_Agrahari,विदुप अग्रहरि
Shakeel_Badayuni,शकील बदायूँनी
Manoj_Muntashir,मनोज मुंतशिर
Anand_Milind,आनंद-मिलिंद
Arvind_Gaur,अरविन्द गौड़
Nadira_Babbar,नादिरा बब्बर
Wajid_Ali_Shah,वाजिद अली शाह
Raja_Todar_Mal,टोडरमल
Abdul_Rahim_Khan-I-Khana,रहीम
Birbal,राजा बीरबल
Antakshari,अन्त्याक्षरी
Raju_Srivastav,राजू श्रीवास्तव
Surendra_Pal,सुरेन्द्र पाल
Billy_Arjan_Singh,बिली अर्जन सिंह
Masud_Husain_Khan,मसूद हुसैन ख़ान
Renu_Khator,रेणु खाटोर
Shyam_Group,श्याम ग्रुप
Sahara_India,सहारा इंडिया परिवार
Abu_Salem,अबु सालेम
Mukhtar_Ansari,मुख्तार अंसारी
Phoolan_Devi,फूलन देवी
Shri_Prakash_Shukla,श्रीप्रकाश शुक्ल
Sampat_Pal_Devi,संपत पाल
Sheila_Dikshit,शीला दीक्षित
National_Bal_Shree_Honour,राष्ट्रीय बाल श्री सम्मान
Nari_Shakti_Puraskar,नारी शक्ति सम्मान
Mahapandit_Rahul_Sankrityayan_Award,महापंडित राहुल सांकृत्यायन पुरस्कार
Sahitya_Akademi_Fellowship,साहित्य अकादमी फ़ैलोशिप
Sangeet_Natak_Akademi_Award,संगीत नाटक अकादमी पुरस्कार
Dronacharya_Award,द्रोणाचार्य पुरस्कार
Dhyan_Chand_Award,ध्यानचंद पुरस्कार
Shanti_Swarup_Bhatnagar_Prize,शांति स्वरूप भटनागर विज्ञान एवं प्रौद्योगिकी पुरस्कार
Kalinga_Prize,कलिंग पुरस्कार
Dr._B._C._Roy_Award,डॉ बी सी राय पुरस्कार
Gandhi_Peace_Prize,गांधी शांति पुरस्कार
Indira_Gandhi_Peace_Prize,इंदिरा गांधी शांति पुरस्कार
Vir_Chakra,वीर चक्र
Kirti_Chakra,कीर्ति चक्र
Shaurya_Chakra,शौर्य चक्र
Sena_Medal,सेना मेडल
Nau_Sena_Medal,नौ सेना पदक
Navy,नौसेना
Vayu_Sena_Medal,वायु सेना पदक
Air_Force,वायुसेना
Sarvottam_Yudh_Seva_Medal,सर्वोत्तम युद्ध सेवा पदक
Uttam_Yudh_Seva_Medal,उत्तम युद्ध सेवा पदक
Yudh_Seva_Medal,युद्ध सेवा पदक
Param_Vishisht_Seva_Medal,परम विशिष्ट सेवा पदक
Ati_Vishisht_Seva_Medal,अति विशिष्ट सेवा पदक
Vishisht_Seva_Medal,विशिष्ट सेवा पदक
Samanya_Seva_Medal,सामान्य सेवा पदक 1965
Operation_Vijay_Star,ऑपरेशन विजय स्टार
Siachen_Glacier_Medal,सियाचिन ग्लेशियर पदक
Operation_Parakram_Medal,ऑपरेशन पराक्रम पदक
Kasganj,कासगंज
Hamirpur,हमीरपुर
Balrampur,बलरामपुर
Ambedkar_Nagar,अम्बेडकर नगर ज़िला
Kushinagar,कुशीनगर
Kannauj,कन्नौज
Kanpur_Nagar,कानपुर नगर जिला
Kanpur_Dehat,कानपुर देहात जिला
Lakhimpur_Kheri,लखीमपुर खीरी जिला
Gautam_Buddh_Nagar,गौतम बुद्ध नगर जिला
Hapur,हापुड़
J.B._Chaudhary,जय भगवान चौधरी
Manushi_Chhillar,मानुषी छिल्लर
Jagat_Jakhar,जगत जाखड़
Jaideep_Ahlawat,जयदीप अहलावत
Parul_Gulati,पारुल गुलाटी
Juhi_Chawla,जूही चावला
Baje_Bhagat,बाजे भगत
Mallika_Sherawat,मल्लिका शेरावत
Om_Puri,ओम पुरी
Parineeti_Chopra,परिणीति चोपड़ा
Rajkummar_Rao,राजकुमार राव
Randeep_Hooda,रणदीप हुड्डा
Sunil_Dutt,सुनील दत्त
Usha_Sharma,उषा शर्मा
Sunil_Grover,सुनील ग्रोवर
Nek_Chand_Saini,नेक चन्द सैनी
Gajendra_Verma,गजेंद्र वर्मा
Ghulam_Farid_Sabri,गुलाम फरीद साबरी
Haryana,हरियाणा
East_Punjab,पूर्वी पंजाब
Lakhmi_Chand,लखमी चंद
Sonu_Nigam,सोनू निगम
Zohrabai_Ambalewali,ज़ोहराबाई अम्बालेवाली
Shekhar_Gurera,शेखर गुरेरा
Preeti_Singh,प्रीति सिंह
Subhash_Chandra,सुभाष चंद्रा
Naveen_Jindal,नवीन जिन्दल
Deepak_Kapoor,दीपक कपूर
VK_Singh,विजय कुमार सिंह
Dalbir_Singh_Suhag,दलबीर सिंह सुहाग
Vijay_Kumar_Singh,विजय कुमार सिंह
Bhiwani,भिवानी
Umrao_Singh,उमराव सिंह यादव
Hoshiar_Singh,होशियार सिंह
Liaquat_Ali_Khan,लियाक़त अली ख़ान
Karnal,करनाल
Arvind_Kejriwal,अरविंद केजरीवाल
Ashok_Tanwar,अशोक तंवर
Avtar_Singh_Bhadana,अवतार सिंह भड़ाना
Bansi_Lal,बंसी लाल
Bhajan_Lal,भजन लाल
Bhupinder_Singh_Hooda,भूपेंद्र सिंह हुड्डा
Devi_Lal,देवी लाल
Om_Prakash_Chautala,ओमप्रकाश चौटाला
Rao_Birender_Singh,राव बीरेन्द्र सिंह
Rohtak_District,रोहतक जिला
Sushma_Swaraj,सुषमा स्वराज
Manmohan_Singh,मनमोहन सिंह
Sir_Chhotu_Ram,छोटूराम
Deshbandhu_Gupta,देशबंधु गुप्ता
Ranbir_Singh_Hooda,रणबीर सिंह हुड्डा
Manoj_Kumar,मनोज कुमार
Vijender_Singh,विजेन्द्र सिंह
Virender_Sehwag,वीरेन्द्र सहवाग
Jhajjar_District,झज्जर जिला
Amit_Mishra,अमित मिश्रा
Barinder_Sran,बरिंदर स्रां
Chetan_Sharma,चेतन शर्मा
Joginder_Sharma,जोगिंदर शर्मा
Kapil_Dev,कपिलदेव
Mohit_Sharma,मोहित शर्मा
Yuzvendra_Chahal,युजवेन्द्र चहल
Pritam_Rani_Siwach,प्रीतम रानी सिवाच
Sandeep_Singh,संदीप सिंह
Sardara_Singh,सरदार सिंह
Suman_Bala,सुमन बाला
Sunil_Dabas,सुनील डबास
Santosh_Yadav,संतोष यादव
Yogeshwar_Dutt,योगेश्वर दत्त
Chandgi_Ram,चंदगी राम
Sakshi_Malik,साक्षी मलिक
Geeta_Phogat,गीता फोगाट
Amar_Ujala,अमर उजाला
Zee_News,ज़ी न्यूज़
Bibhutibhushan_Bandyopadhyay,बिभूतिभूषण बंधोपाध्याय
Tarasankar_Bandyopadhyay,ताराशंकर बंद्योपाध्याय
Rajshekhar_Basu,राजशेखर बोस
Amiya_Chakravarty,अमीय चक्रवर्ती
Bankim_Chandra_Chatterjee,बंकिमचन्द्र चट्टोपाध्याय
Sarat_Chandra_Chattopadhyay,शरत्चन्द्र चट्टोपाध्याय
Mahasweta_Devi,महाश्वेता देवी
Sudhindranath_Dutta,सुधीन्द्रनाथ दत्त
Kazi_Nazrul_Islam,काज़ी नज़रुल इस्लाम
Satyajit_Ray,सत्यजित राय
Rabindranath_Tagore,रबीन्द्रनाथ ठाकुर
Leela_Majumdar,लीला मजूमदार
Shirshendu_Mukhopadhyay,शीर्षेन्दु मुखोपाध्याय
Sunil_Gangopadhyay,सुनील गंगोपाध्याय
Premendra_Mitra,प्रेमन्द्र मित्र
Moti_Nandi,मति नंदी
Samaresh_Majumdar,समरेश मजूमदार
Krittibas_Ojha,कृत्तिवास ओझा
Kashiram_Das,काशीराम दास
Bharat_Chandra,भारतचंद्र राय
Iswar_Gupta,ईश्वरचंद्र गुप्त
Kaliprasanna_Sinha,कालीप्रसन्न सिंह
Swami_Vivekananda,स्वामी विवेकानन्द
Dwijendralal_Ray,द्विजेन्द्रलाल राय
Trailokyanath_Sanyal,त्रैलोक्यनाथ संयाल
Toru_Dutt,तोरु दत्त
Sri_Aurobindo,अरविन्द घोष
Jhumpa_Lahiri,झुम्पा लाहिड़ी
Amitav_Ghosh,अमिताभ घोष
Amit_Chaudhuri,अमित चौधुरी
Chitra_Banerjee_Divakaruni,चित्रा बैनर्जी दिवाकरूणी
Subodh_Ghosh,सुबोध घोष
Sukanta_Bhattacharya,सुकान्त भट्टाचार्य
Bimal_Kar,बिमल कर
Shakti_Chattopadhyay,शक्ति चट्टोपाध्याय
Shankha_Ghosh,शंख घोष
Arun_Mitra,अरुण मित्र
Nirendranath_Chakraborty,नीरेन्द्रनाथ चक्रवर्ती
Alokranjan_Dasgupta,आलोकरंजन दासगुप्ता
Santosh_Kumar_Ghosh,संतोष कुमार घोष
Bimal_Mitra,बिमल मित्र
Buddhadeb_Guha,बुद्धदेव गुहा
Sandipan_Chattopadhyay,संदीपन चट्टोपाध्याय
Samir_Roychoudhury,समीर रायचौधुरी
Buddhadev_Dasgupta,बुद्धदेव दासगुप्ता
Salil_Choudhury,सलिल चौधरी
Subimal_Basak,सुबिमल बसाक
Baby_Halder,बेबी हलदर
Binoy_Majumdar,बिनय मजूमदार
Joy_Goswami,जय गोस्वामी
Subodh_Sarkar,सुबोध सरकार
Mallika_Sengupta,मल्लिका सेनगुप्ता
Tarashankar_Bandopadhyay,ताराशंकर बंद्योपाध्याय
Ramananda_Chatterjee,रामानन्द चट्टोपाध्याय
Raja_Ram_Mohan_Roy,राजा राममोहन राय
Bhudev_Mukhopadhyay,भूदेव मुखोपाध्याय
Rajendralal_Mitra,राजेन्द्रलाल मित्र
Haraprasad_Shastri,हरप्रसाद शास्त्री
Sir_Jadunath_Sarkar,यदुनाथ सरकार
Rajsekhar_Bose,राजशेखर बोस
Ramesh_Chandra_Majumdar,रमेशचन्द्र मजुमदार
Ramesh_Chandra_Dutta,रमेशचन्द्र दत्त
Girindrasekhar_Bose,गिरीन्द्रशेखर बोस
Suniti_Kumar_Chatterjee,सुनीति कुमार चटर्जी
Biraja_Sankar_Guha,बिरजा शंकर गुह
Niharranjan_Ray,नीहाररंजन राय
Dineshchandra_Sircar,दिनेशचंद्र सरकार
Debiprasad_Chattopadhyaya,देवीप्रसाद चट्टोपाध्याय
Amartya_Sen,अमर्त्य सेन
Ranajit_Guha,रंजीत गुहा
Sumit_Sarkar,सुमित सरकार
Gayatri_Spivak,गायत्री चक्रवर्ती स्पीवाक
Vina_Mazumdar,वीना मजूमदार
Radhakanta_Deb,राधाकान्त देव
Asima_Chatterjee,असीमा चटर्जी
Ashutosh_Mukherjee,आशुतोष मुखर्जी
Sudhi_Ranjan_Das,एस आर दास
Mahesh_Chandra_Nyayratna_Bhattacharyya,महेश चन्द्र नारायण भट्टाचार्य
Madhusudana_Saraswati,मधुसूदन सरस्वती
Keshub_Chunder_Sen,केशवचन्द्र सेन
Surendranath_Dasgupta,सुरेन्द्रनाथ दासगुप्त
Bimal_Krishna_Matilal,बिमल कृष्ण माटीलाल
Radhanath_Sikdar,राधानाथ सिकदार
Satyendra_Nath_Bose,सत्येन्द्रनाथ बोस
Ashoke_Sen,अशोक सेन
Sisir_Kumar_Mitra,शिशिर कुमार मित्रा
Ashesh_Prosad_Mitra,अशेष प्रसाद मित्र
Ramprasad_Sen,रामप्रसाद सेन
Debendranath_Tagore,देवेन्द्रनाथ ठाकुर
Sarada_Devi,शारदा देवी
A.C._Bhaktivedanta_Swami_Prabhupada,अभयचरणारविंद भक्तिवेदांत स्वामी प्रभुपाद
Raja_Rammohan_Roy,राजा राममोहन राय
Keshab_Chandra_Sen,केशवचन्द्र सेन
Protap_Chunder_Mozoomdar,प्रताप चंद्र मजूमदार
Umesh_Chandra_Dutta,उमेश चन्द्र दत्त
Rajnarayan_Basu,राजनारायण बसु
Sib_Chandra_Deb,शिब चन्द्र देव
Madhusudan_Dutta,माइकल मधुसुदन दत्त
Rani_Rashmoni,रानी रासमणि
Kadambini_Ganguly,कादम्बिनी गांगुली
Chandramukhi_Basu,चन्द्रमुखी बसु
Abanindranath_Tagore,अवनींद्र नाथ टैगोर
Gaganendranath_Tagore,गगनेन्द्रनाथ ठाकुर
Nandalal_Bose,नंदलाल बोस
