hindi,english
कैथल,Kaithal
गरम चश्मा,Hot spring
गुड़गाँव,Gurgaon district
गुरु द्रोणाचार्य,Drona
गुरुग्राम,Gurgaon
गोवा,Goa
चण्डीगढ़,Chandigarh
जींद,Jind
तरावड़ी,Taraori
तिल्यार झील,Tilyar Lake
थानेसर,Thanesar
दिल्ली,Delhi
नहर,Canal
पंचकुला,Panchkula
पंजाब,Punjab
पंजाब और हरियाणा उच्च न्यायालय,Punjab and Haryana High Court
पलवल,Palwal
पलवल ज़िला,Palwal district
पानीपत,Panipat
पूर्वी पंजाब,East Punjab
पृथ्वीराज चौहान,Prithviraj Chauhan
पेहोवा,Pehowa
प्रति व्यक्ति आय,Per capita income
फरीदाबाद,Faridabad
बड़खल झील,Badkhal Lake
बहादुरगढ़,Bahadurgarh
बांगर,Khadir and Bangar
भारत,India
भारत के राज्य,States and union territories of India
भिवानी,Bhiwani
महाभारत,Mahabharata
महाराजा अग्रसेन्,Agrasen
मुक्त निर्देशिका परियोजना,DMOZ
मुर्रा भैंस,Murrah buffalo
मुहम्मद गौरी,Muhammad of Ghor
यमुना नदी,Yamuna
यमुनानगर,Yamunanagar
राजधानी,Capital city
राजस्थान,Rajasthan
राजा राव तुला राम,Rao Tula Ram
राजीव गांधी,Rajiv Gandhi
राष्ट्रीय राजधानी क्षेत्र,National Capital Region (India)
राष्ट्रीय राजधानी क्षेत्र दिल्ली,Delhi
रेवाड़ी,Rewari
रोहतक,Rohtak
लाला लाजपत राय,Lala Lajpat Rai
वर्ग किलोमीटर,Square kilometre
वैदिक सभ्यता,Vedic period
सतलज यमुना लिंक नहर,Sutlej Yamuna link canal
सरस्वती नदी,Sarasvati River
सिंधु घाटी सभ्यता,Indus Valley Civilisation
सिरसा,Sirsa
सूरजकुण्ड,Surajkund
सोनीपत,Sonipat
स्थलरुद्ध,Landlocked country
हरियाणा,Haryana
हरियाणा का इतिहास,History of Haryana
हर्षवर्धन,Harsha
हाँसी,Hansi
हिन्दी,Hindi
हिमाचल प्रदेश,Himachal Pradesh
हिसार,Hisar (city)
१ नवंबर,November 1
१९६६,1966
१९८१,1981
२००१,2001
२०११,2011
1947,1947
1966,1966
केन्द्र-शासित प्रदेश,Union territory
चंडीगढ़,Chandigarh
नालागढ़,Nalagarh
पंजाब,Punjab
पंजाब क्षेत्र,Punjab
पाकिस्तान,Pakistan
पाकिस्तान अधिराज्य,Dominion of Pakistan
भारत,India
भारत का विभाजन,Partition of India
"भारत सरकार अधिनियम, १९३५",Government of India Act 1935
राज्य पुनर्गठन अधिनियम १९५६,"States Reorganisation Act, 1956"
हरियाणा,Haryana
हिमाचल प्रदेश,Himachal Pradesh
सांग,Saang
असमिया,Assamese language
इंटरनेट मूवी डेटाबेस,IMDb
उड़िया,Odia language
गायक,Singer
तमिल,Tamils
पंजाबी,Punjabi
फरीदाबाद,Faridabad
बंगाली,Bengali language
भारत,India
मराठी,Marathi language
मोहम्मद रफ़ी,Mohammed Rafi
हरियाणा,Haryana
हिन्दी,Hindi
अनमोल घड़ी,Anmol Ghadi
अमीरबाई कर्नाटकी,Amirbai Karnataki
अम्बाला,Ambala
आशा भोंसले,Asha Bhosle
गायिका,Singer
गीता दत्त,Geeta Dutt
ठुमरी,Thumri
नौशाद,Naushad
भारत,India
रोशन कुमारी,Roshan Kumari
लता मंगेशकर,Lata Mangeshkar
शमशाद बेगम,Shamshad Begum
सत्यजीत रे,Satyajit Ray
हरियाणा,Haryana
हिन्दी सिनेमा,Bollywood
हिन्दुस्तानी संगीत,Hindustani classical music
कारगिल युद्ध,Kargil War
जगजीवन राम,Jagjivan Ram
जयपुर,Jaipur
जापान,Japan
टोक्यो,Tokyo
द स्टेटसमैन,The Statesman (India)
द हिन्दू,The Hindu
नई दिल्ली,New Delhi
पंजाब केसरी,Punjab Kesari
पटना,Patna
पटियाला,Patiala
बलराम जाखड़,Balram Jakhar
भारत,India
भारतीय रेल,Indian Railways
"मोगा, पंजाब","Moga, Punjab"
राजीव गांधी,Rajiv Gandhi
"शहरी विकास मंत्रालय, भारत सरकार",Ministry of Housing and Urban Affairs
साहिब सिंह वर्मा,Sahib Singh Verma
स्वच्छ भारत अभियान,Swachh Bharat Mission
अंग्रेजी,English language
अंग्रेजी साहित्य,English literature
अन्नामलाई विश्वविद्यालय,Annamalai University
उपन्यास,Novel
एमिटी विश्वविद्यालय,"Amity University, Noida"
चंडीगढ़,Chandigarh
जनसंचार,Mass communication
दिल्ली,Delhi
नोएडा,Noida
पंजाब विश्वविद्यालय,Panjab University
पत्रकारिता,Journalism
फेसबुक,Facebook
भारत,India
भारतीय,Indian
भारतीय सेना,Indian Armed Forces
लखनऊ,Lucknow
लेखिका,Writer
सम्पादक,Editing
सैनिक,Military
अध्यक्ष,Chairperson
उद्यमी,Entrepreneur
एस्सेल समूह,Essel Group
ज़ी मीडिया,Zee Media
जी टीवी,Zee TV
बरनवाल,Baranwal
भारत,India
हरियाणा,Haryana
हिसार,Hisar (city)
कुरुक्षेत्र,Kurukshetra
जिन्दल स्टील एण्ड पॉवर लिमिटेड,Jindal Steel and Power
भारत,India
सांसद,Member of parliament
भारत के थलसेनाध्यक्ष,Chief of the Army Staff (India)
अन्ना हजारे,Anna Hazare
नियंत्रण रेखा,Line of Control
पाकिस्तान,Pakistan
पिलानी,Pilani
बिक्रम सिंह,Bikram Singh (general)
भारत,India
भारतीय,Indian
भारतीय जनता पार्टी,Bharatiya Janata Party
राजस्थान,Rajasthan
सांसद,Member of parliament
हरियाणा,Haryana
अति विशिष्ट सेवा पदक,Ati Vishisht Seva Medal
उत्तम युद्ध सेवा पदक,Uttam Yudh Seva Medal
जनरल,General officer
जाट,Jat people
परम विशिष्ट सेवा पदक,Param Vishisht Seva Medal
बिक्रम सिंह,Bikram Singh (general)
भारत,India
भारतीय थलसेना,Indian Army
विशिष्ट सेवा पदक,Vishisht Seva Medal
हरियाणा,Haryana
अन्ना हजारे,Anna Hazare
नियंत्रण रेखा,Line of Control
पाकिस्तान,Pakistan
पिलानी,Pilani
बिक्रम सिंह,Bikram Singh (general)
भारत,India
भारतीय,Indian
भारतीय जनता पार्टी,Bharatiya Janata Party
राजस्थान,Rajasthan
सांसद,Member of parliament
हरियाणा,Haryana
चरखी दादरी,Charkhi Dadri
जनसंख्या,Human population
तोशाम,Tosham
भारत,India
महेंद्रगढ़,Mahendragarh
राजस्थान,Rajasthan
रेवाड़ी,Rewari
रोहतक,Rohtak
सिवानी,Siwani
हरियाणा,Haryana
नई दिल्ली,New Delhi
पद्म भूषण,Padma Bhushan
भारत,India
हरियाणा,Haryana
नेफ़ा,North-East Frontier Agency
परमवीर चक्र,Param Vir Chakra
भारत,India
भारत सरकार,Government of India
रोहतक,Rohtak
लैंड माइन,Land mine
सोनीपत,Sonipat
हरियाणा,Haryana
नेहरु-लियाक़त समझौता,Liaquat–Nehru Pact
उत्तर प्रदेश,Uttar Pradesh
कैथल,Kaithal
चण्डीगढ़,Chandigarh
जींद,Jind
तरावड़ी,Taraori
पठान,Pashtuns
पानीपत,Panipat
भारत,India
यमुना नदी,Yamuna
हरियाणा,Haryana
अरविन्द केजरीवाल,Arvind Kejriwal
आईआईटी कानपुर,Indian Institute of Technology Kanpur
आईआईटी खड़गपुर,Indian Institute of Technology Kharagpur
आम आदमी पार्टी,Aam Aadmi Party
कांग्रेस,Congress
गोरे लाल मनीषी,Gorelal Manishi
जन लोकपाल विधेयक,Jan Lokpal Bill
जन लोकपाल विधेयक आंदोलन २०११,2011 Indian anti-corruption movement
ट्विटर,Twitter
डीएलएफ,DLF (company)
दिल्ली,Delhi
दिल्ली के मुख्यमंत्री,List of chief ministers of Delhi
दिल्ली विधानसभा,Delhi Legislative Assembly
दैनिक जागरण,Dainik Jagran
नई दिल्ली,New Delhi
नवभारत टाइम्स,Navbharat Times
भारत,India
भारतीय,Indian
भारतीय जनता पार्टी,Bharatiya Janata Party
भारतीय राजस्व सेवा (आईआरएस),Indian Revenue Service
भारतीय संविधान,Constitution of India
मुकेश अंबानी,Mukesh Ambani
मुरली देवड़ा,Murli Deora
यांत्रिक अभियांत्रिकी,Mechanical engineering
रमन मैग्सेसे पुरस्कार,Ramon Magsaysay Award
रिलायंस,Reliance Group
रॉबर्ट वाड्रा,Robert Vadra
लोकपाल आंदोलन,2011 Indian anti-corruption movement
शीला दीक्षित,Sheila Dikshit
सलमान खुर्शीद,Salman Khurshid
सूचना अधिकार अधिनियम,"Right to Information Act, 2005"
सोनिया गाँधी,Sonia Gandhi
हरियाणा,Haryana
हिसार,Hisar (city)
राहुल गांधी,Rahul Gandhi
लोक सभा,Lok Sabha
हरियाणा,Haryana
उत्तर प्रदेश,Uttar Pradesh
"उत्तर प्रदेश विधानसभा चुनाव, 2017",2017 Uttar Pradesh Legislative Assembly election
भारत,India
भारतीय जनता पार्टी,Bharatiya Janata Party
समाजवादी पार्टी,Samajwadi Party
इटली,Italy
कुरुक्षेत्र,Kurukshetra
कुवैत,Kuwait
जाट,Jat people
बेल्जियम,Belgium
भारत,India
भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
भिवानी,Bhiwani
मॉरिशस,Mauritius
यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
राज्य सभा,Rajya Sabha
संजय गांधी,Sanjay Gandhi
सहारनपुर,Saharanpur
सेशेल्स,Seychelles
हरियाणा,Haryana
आदमपुर,Adampur
कुलदीप बिश्नोई,Kuldeep Bishnoi
पाकिस्तान,Pakistan
भारत,India
हरियाणा,Haryana
हरियाणा के मुख्यमंत्रियों की सूची,List of chief ministers of Haryana
हिसार,Hisar (city)
भारत,India
हरियाणा,Haryana
ओमप्रकाश चौटाला,Om Prakash Chautala
भारत के उप प्रधानमंत्री,Deputy Prime Minister of India
भूपेंद्र सिंह हुड्डा,Bhupinder Singh Hooda
राजीव गांधी,Rajiv Gandhi
रोहतक,Rohtak
विश्वनाथ प्रताप सिंह,Vishwanath Pratap Singh
हरियाणा,Haryana
हरियाणा के मुख्यमंत्रियों की सूची,List of chief ministers of Haryana
गोत्र,Gotra
जाट,Jat people
सिरसा,Sirsa
हरियाणा,Haryana
रेवाड़ी,Rewari
हरियाणा,Haryana
भारत,India
रोहतक,Rohtak
हरियाणा,Haryana
हरियाणा के जिले,List of districts of Haryana
अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
अधिवक्ता,Advocate
अम्बाला,Ambala
अम्बाला छावनी,Ambala Cantonment
आपातकाल,The Emergency (India)
इंदिरा गांधी,Indira Gandhi
उत्तर प्रदेश,Uttar Pradesh
उत्तराखण्ड,Uttarakhand
एन सी सी,National Cadet Corps (India)
कन्नड,Kannada
कर्नाटक,Karnataka
चण्डीगढ़,Chandigarh
चौधरी देवी लाल,Devi Lal
जनता पार्टी,Janata Party
जयप्रकाश नारायण,Jayaprakash Narayan
जॉर्ज फ़र्नान्डिस,George Fernandes
तत्सम,Tatsama
दिल्ली,Delhi
पंजाब,Punjab
पंजाब विश्वविद्यालय,Panjab University
पाकिस्तान,Pakistan
बैंकाक,Bangkok
भाजपा,Bharatiya Janata Party
भारत,India
भारतीय जनता पार्टी,Bharatiya Janata Party
भारतीय सर्वोच्च न्यायलय,Supreme Court of India
मध्य प्रदेश,Madhya Pradesh
मिजोरम,Mizoram
राजनीति,Politics
राज्य सभा,Rajya Sabha
राज्यपाल,Governor
राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
लाल कृष्ण आडवाणी,L. K. Advani
लालकृष्ण आडवाणी,L. K. Advani
लाहौर,Lahore
लोक सभा,Lok Sabha
लोकसभा,Lok Sabha
विदिशा,Vidisha
विदिशा लोक सभा निर्वाचन क्षेत्र,Vidisha (Lok Sabha constituency)
विदेश मंत्री,Foreign minister
विधानसभा,State Legislative Assembly (India)
विधि,Law
विश्व हिन्दी सम्मेलन,World Hindi Conference
संयुक्त राष्ट्र संघ,United Nations
संस्कृत,Sanskrit
सम्पूर्ण क्रांति,Bihar Movement
सयुंक्त राष्ट्र,United Nations
सांसद,Member of parliament
सोनिया गांधी,Sonia Gandhi
स्वराज कौशल,Swaraj Kaushal
हरियाणा,Haryana
हरियाणा विधान सभा,Haryana Legislative Assembly
हरियाणा विधानसभा,Haryana Legislative Assembly
हिन्दी,Hindi
१९७५,1975
२००९,2009
२०१४,2014
२१ दिसंबर,December 21
अखिल भारतीय आयुर्विज्ञान संस्थान,All India Institutes of Medical Sciences
अन्तर्राष्ट्रीय मुद्रा कोष,International Monetary Fund
अर्थशास्त्र,Economics
असम,Assam
आर्थिक सुधार,Economic liberalization
एशियाई विकास बैंक,Asian Development Bank
कैम्ब्रिज विश्वविद्यालय,University of Cambridge
गुरशरण कौर,Gursharan Kaur
जवाहरलाल नेहरू,Jawaharlal Nehru
जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
पंजाब विश्वविद्यालय,Panjab University
पद्म विभूषण,Padma Vibhushan
पाकिस्तान,Pakistan
प्रधानमन्त्री,Prime minister
भारत,India
भारत के प्रधानमन्त्री,Prime Minister of India
भारतीय रिज़र्व बैंक,Reserve Bank of India
राजीव गांधी,Rajiv Gandhi
राज्य सभा,Rajya Sabha
शिवराज पाटिल,Shivraj Patil
संयुक्त प्रगतिशील गठबंधन,United Progressive Alliance
संयुक्त राष्ट्र व्यापार और विकास सम्मेलन,United Nations Conference on Trade and Development
१६ मई,May 16
१९५६,1956
१९७१,1971
१९७२,1972
१९८७,1987
१९९०,1990
१९९१,1991
१९९३,1993
१९९४,1994
१९९५,1995
१९९६,1996
१९९८,1998
२००४,2004
२१ जून,June 21
आगरा,Agra
आर्यसमाज,Arya Samaj
झज्जर,Jhajjar
दीनबंधु छोटू राम यूनिवर्सिटी ऑफ़ साइंस एंड टेक्नोलॉजी,Deenbandhu Chhotu Ram University of Science and Technology
भारत,India
महात्मा गांधी,Mahatma Gandhi
मेरठ,Meerut
रोहतक,Rohtak
लाहौर,Lahore
वैदिक धर्म,Historical Vedic religion
हरियाणा,Haryana
हरियाणा का इतिहास,History of Haryana
दिल्ली,Delhi
पानीपत,Panipat
बाल गंगाधर तिलक,Bal Gangadhar Tilak
भारत,India
लाला लाजपत राय,Lala Lajpat Rai
साइमन कमीशन,Simon Commission
भारत,India
भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
हरियाणा,Haryana
1973,1973
अभिनेता,Actor
जय जवान जय किसान,Jai Jawan Jai Kisan
पत्थर के सनम,Patthar Ke Sanam
फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
फिल्म,Film
फिल्म निर्माता,Filmmaking
भगत सिंह,Bhagat Singh
भारतीय सिनेमा,Cinema of India
मनोज कुमार,Manoj Kumar
रोटी कपड़ा और मकान,Roti Kapda Aur Makaan
लाल बहादुर शास्त्री,Lal Bahadur Shastri
वो कौन थी,Woh Kaun Thi?
हरियाली और रास्ता,Hariyali Aur Rasta
हिन्दी,Hindi
हिन्दी सिनेमा,Bollywood
हिमालय की गोद में,Himalay Ki God Mein
ईक्वाडोर,Ecuador
भारत,India
भारतीय,Indian
2011,2011
अर्जुन पुरस्कार,Arjuna Award
इमरान ख़ान,Imran Khan
क्रिकेट,Cricket
ग्लेन मैकग्रा,Glenn McGrath
जाट,Jat people
जेम्स एंडरसन,James Anderson (cricketer)
टेस्ट क्रिकेट,Test cricket
दिल्ली,Delhi
पाकिस्तान,Pakistan
ब्रायन लारा,Brian Lara
भारत,India
भारत सरकार,Government of India
भारतीय,Indian
महेंद्र सिंह धोनी,MS Dhoni
राहुल द्रविड़,Rahul Dravid
विकेट,Wicket
वीरेंद्र सहवाग,Virender Sehwag
श्रीलंका,Sri Lanka
सचिन तेंदुलकर,Sachin Tendulkar
हरियाणा,Haryana
झज्जर,Jhajjar
भारत,India
हरियाणा,Haryana
हरियाणा के जिले,List of districts of Haryana
एक दिवसीय अंतर्राष्ट्रीय,One Day International
क्रिकेट,Cricket
ज़िम्बाब्वे क्रिकेट टीम,Zimbabwe national cricket team
टेस्ट क्रिकेट,Test cricket
दक्षिण अफ़्रीका क्रिकेट टीम,South Africa national cricket team
दिल्ली डेयरडेविल्स,Delhi Capitals
मैच,Match
रणजी ट्रॉफी,Ranji Trophy
हरियाणा,Haryana
बरिंदेर स्रां,Barinder Sran
एक दिवसीय अंतरराष्ट्रीय,One Day International
जमशेदपुर,Jamshedpur
जयपुर,Jaipur
टेस्ट क्रिकेट,Test cricket
द्रोणाचार्य पुरस्कार,Dronacharya Award
बर्मिंघम,Birmingham
भारतीय क्रिकेट टीम,India national cricket team
लाहौर,Lahore
हरियाणा,Haryana
आईसीसी विश्व ट्वेन्टी २०,ICC Men's T20 World Cup
एक दिवसीय अंतर्राष्ट्रीय,One Day International
दिलीप ट्रॉफी,Duleep Trophy
नॉर्थ ज़ोन क्रिकेट टीम,North Zone cricket team
पुलिस,Police
प्रथम श्रेणी क्रिकेट,First-class cricket
भारत,India
भारतीय क्रिकेट टीम,India national cricket team
मध्य प्रदेश,Madhya Pradesh
महेंद्र सिंह धोनी,MS Dhoni
माइकल हसी,Michael Hussey
मिस्बाह-उल-हक़,Misbah-ul-Haq
मुम्बई,Mumbai
युवराज सिंह,Yuvraj Singh
रणजी ट्रॉफी,Ranji Trophy
राहुल द्रविड़,Rahul Dravid
रोहतक,Rohtak
वेस्ट ज़ोन क्रिकेट टीम,West Zone cricket team
शान्ताकुमारन श्रीसंत,S. Sreesanth
हरियाणा,Haryana
२००७ आईसीसी विश्व ट्वेन्टी २०,2007 ICC World Twenty20
अर्जुन पुरस्कार,Arjuna Award
कपिल देव,Kapil Dev
टेस्ट क्रिकेट,Test cricket
भारत,India
भारतीय क्रिकेट टीम,India national cricket team
विकेट,Wicket
१९५९,1959
६ जनवरी,January 6
इंडियन प्रीमियर लीग,Indian Premier League
क्रिकेट,Cricket
चेन्नई सुपर किंग्स,Chennai Super Kings
भारत,India
भारतीय,Indian
हरियाणा,Haryana
इंग्लैंड क्रिकेट टीम,England cricket team
इंडियन प्रीमियर लीग,Indian Premier League
एक दिवसीय अंतर्राष्ट्रीय,One Day International
कुलदीप यादव,Kuldeep Yadav
क्रिकेट,Cricket
ज़िम्बाब्वे क्रिकेट टीम,Zimbabwe national cricket team
जींद,Jind
भारत,India
मुथैया मुरलीधरन,Muttiah Muralitharan
रविचंद्रन अश्विन,Ravichandran Ashwin
राशिद खान (अफ़ग़ान क्रिकेटर),Rashid Khan (cricketer)
रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
श्रीलंका क्रिकेट टीम,Sri Lanka national cricket team
हरारे स्पोर्ट्स क्लब,Harare Sports Club
हरियाणा,Haryana
भारत,India
भारतीय महिला हॉकी टीम,India women's national field hockey team
हॉकी,Hockey
अंगद बेदी,Angad Bedi
अर्जुन पुरस्कार,Arjuna Award
तापसी पन्नू,Taapsee Pannu
दिलजीत दोसांझ,Diljit Dosanjh
भारत सरकार,Government of India
भारतीय हॉकी टीम,India men's national field hockey team
मैदानी हॉकी,Field hockey
सूरमा,Soorma (film)
हॉकी,Hockey
अर्जुन पुरस्कार,Arjuna Award
धनराज पिल्ले,Dhanraj Pillay
ध्यानचंद सिंह,Dhyan Chand
पद्म श्री,Padma Shri
परगट सिंह,Pargat Singh
फील्ड हॉकी,Field hockey
भारतीय हॉकी टीम,India men's national field hockey team
सिरसा,Sirsa
हरियाणा,Haryana
भारत सरकार,Government of India
जयपुर,Jaipur
भारत,India
हरियाणा,Haryana
1982,1982
2 नवंबर,November 2
कुश्ती,Wrestling
ग्लास्गो,Glasgow
भारत,India
भारतीय,Indian
स्कॉटलैंड,Scotland
२०१२ ग्रीष्मकालीन ऑलंपिक्स,2012 Summer Olympics
अर्जुन पुरस्कार,Arjuna Award
ईरान,Iran
ओलम्पिक,Olympic Games
कुश्ती,Wrestling
जाट रेजीमेंट,Jat Regiment
पद्मश्री,Padma Shri
पहलवान,Pehlwani
बैंकाक,Bangkok
भारत,India
भारत सरकार,Government of India
भारतीय सेना,Indian Armed Forces
म्युनिख,Munich
हरियाणा,Haryana
हिसार,Hisar (city)
2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
कांस्य पदक,Bronze medal
ग्लासगो,Glasgow
भारत,India
राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
राष्ट्रमण्डल खेल,Commonwealth Games
आमिर ख़ान,Aamir Khan
ज़ायरा वसीम,Zaira Wasim
फ़ातिमा सना शेख,Fatima Sana Shaikh
भारत,India
भारतीय,Indian
महावीर सिंह फोगाट,Mahavir Singh Phogat
हिन्दी,Hindi
आगरा,Agra
आज,Aj (newspaper)
उत्तर प्रदेश,Uttar Pradesh
भारत,India
मेरठ,Meerut
सन,Flax
हरियाणा,Haryana
हिन्दी,Hindi
अन्ना हजारे,Anna Hazare
अरविंद केजरीवाल,Arvind Kejriwal
आजतक,Aaj Tak
आम आदमी पार्टी,Aam Aadmi Party
कुमार विश्वास,Kumar Vishwas
ज़ी टीवी,Zee TV
नवीन जिंदल,Naveen Jindal
सोनू निगम,Sonu Nigam
उपन्यास,Novel
लेखक,Writer
सत्यजित राय,Satyajit Ray
आरोग्य निकेतन,Arogya Niketan
उपन्यास,Novel
ज्ञानपीठ पुरस्कार,Jnanpith Award
ताराशंकर बंधोपाध्याय,Tarasankar Bandyopadhyay
पद्म भूषण,Padma Bhushan
पश्चिम बंगाल,West Bengal
भारत,India
भारत सरकार,Government of India
१९६६,1966
१९६९,1969
कहानी–संग्रह,Narrative
पद्म भूषण,Padma Bhushan
पश्चिम बंगाल,West Bengal
बंगाली भाषा,Bengali language
साहित्य अकादमी,Sahitya Akademi
१९५६,1956
पद्म भूषण,Padma Bhushan
पश्चिम बंगाल,West Bengal
बंगाली भाषा,Bengali language
भारत,India
भारत सरकार,Government of India
साहित्य अकादमी,Sahitya Akademi
१९७०,1970
अंग्रेजी,English language
अनुवाद,Translation
आनंदमठ,Anandamath
आनन्द मठ,Anandamath
ईश्वर चन्द्र विद्यासागर,Ishwar Chandra Vidyasagar
उपन्यास,Novel
कवि,Poet
गद्य,Prose
देशभक्ति,Patriotism
नैहाटी,Naihati
प्यारीचाँद मित्र,Peary Chand Mitra
बंगदर्शन,Bangadarshan
बंगाल,Bengal
बंगाली,Bengali language
बांग्ला,Bengali language
बांग्ला साहित्य,Bengali literature
भारत,India
माइकल मधुसुदन दत्त,Michael Madhusudan Dutt
रवीन्द्र नाथ ठाकुर,Rabindranath Tagore
रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
राजा राममोहन राय,Ram Mohan Roy
राममोहन राय,Ram Mohan Roy
वन्दे मातरम्,Vande Mataram
शरतचन्द्र चट्टोपाध्याय,Sarat Chandra Chattopadhyay
संस्कृत,Sanskrit
हिन्दी,Hindi
अंग्रेजी,English language
अनुवाद,Translation
अमोल पालेकर,Amol Palekar
उपन्यास,Novel
ऋषिकेश मुखर्जी,Hrishikesh Mukherjee
ऐश्वर्या राय,Aishwarya Rai
ऑक्सफोर्ड यूनिवर्सिटी प्रेस,Oxford University Press
कुन्दन लाल सहगल,K. L. Saigal
चरित्रहीन,Choritrohin
ढाका विश्वविद्यालय,University of Dhaka
दिलीप कुमार,Dilip Kumar
फ़िल्म,Film
फिल्मफेयर पुरस्कार,Filmfare Awards
बांग्ला,Bengali language
भागलपुर,Bhagalpur
भारत,India
माधुरी दीक्षित,Madhuri Dixit
रंगून,Yangon
रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
लघुकथा,Short story
विष्णु प्रभाकर,Vishnu Prabhakar
वैजयन्ती माला,Vyjayanthimala
शाहरुख़ ख़ान,Shah Rukh Khan
सुचित्रा सेन,Suchitra Sen
सौमित्र चटर्जी,Soumitra Chatterjee
हिन्दी,Hindi
हिन्दी फिल्म,Bollywood
हुगली,Hooghly River
१५ सितम्बर,September 15
१६ जनवरी,January 16
१८७६,1876
१९३८,1938
१९७४,1974
कलकत्ता विश्वविद्यालय,University of Calcutta
कोलकाता,Kolkata
गोविन्द निहलानी,Govind Nihalani
ग्वालियर,Gwalior
जबलपुर,Jabalpur
ज्ञानपीठ पुरस्कार,Jnanpith Award
झाँसी,Jhansi
ढाका,Dhaka
पश्चिम बंगाल,West Bengal
पुणे,Pune
फ़िल्म,Film
बांग्ला,Bengali language
भारतीय,Indian
ललितपुर,"Lalitpur, India"
सागर,Sagar
साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
स्नातकोत्तर,Postgraduate education
हिन्दी,Hindi
अंग्रेजी साहित्य,English literature
कवि,Poet
नवीन चंद्र सेन,Nabinchandra Sen
पत्रकार,Journalist
भारत,India
वाराणसी,Varanasi
आसनसोल,Asansol
कवि,Poet
काजी नज़रुल इस्लाम,Kazi Nazrul Islam
चुरुलिया,Churulia
ढाका,Dhaka
नाटक,Drama
पश्चिम बंगाल,West Bengal
बांग्ला भाषा,Bengali language
भारत,India
राष्ट्रीयता,Nationality
साहित्य,Literature
1961,1961
1962,1962
1964,1964
1967,1967
1977,1977
1979,1979
1980,1980
1982,1982
1985,1985
1987,1987
1990,1990
2007,2007
अकादमी मानद पुरस्कार,Academy Honorary Award
अकीरा कुरोसावा,Akira Kurosawa
अदूर गोपालकृष्णन,Adoor Gopalakrishnan
अपराजितो,Aparajito
अपर्णा सेन,Aparna Sen
अपु त्रयी,The Apu Trilogy
अपुर संसार,The World of Apu
अमजद ख़ान,Amjad Khan (actor)
अर्थशास्त्र,Economics
अली अक़बर ख़ाँ,Ali Akbar Khan
अवध,Awadh
आंतोन चेखव,Anton Chekhov
आगन्तुक,Agantuk
आपातकाल,The Emergency (India)
"आवर फ़िल्म्स, देयर फ़िल्म्स","Our Films, Their Films"
इंदिरा गांधी,Indira Gandhi
उत्तम कुमार,Uttam Kumar
उत्पल दत्त,Utpal Dutt
उपेन्द्रकिशोर राय चौधरी,Upendrakishore Ray Chowdhury
उर्दू भाषा,Urdu
ऋत्विक घटक,Ritwik Ghatak
ऑक्सफ़र्ड विश्वविद्यालय,University of Oxford
कलकत्ता फ़िल्म सभा,Calcutta Film Society
कला,Art
कला निर्देशन,Art director
कान फ़िल्मोत्सव,Cannes Film Festival
काली,Kali
कोलकाता,Kolkata
कोलम्बिया पिक्चर्स,Columbia Pictures
गणशत्रु,Ganashatru
गुपी गाइन बाघा बाइन,Goopy Gyne Bagha Byne
घरे बाइरे,The Home and the World
चलचित्रण,Cinematography
चारुलता,Charulata
चार्ली चैपलिन,Charlie Chaplin
चिदानन्द दासगुप्ता,Chidananda Dasgupta
जखन छोटो छिलम,Jakhan Choto Chilam
जलसाघर,Jalsaghar
जवाहर लाल नेहरु,Jawaharlal Nehru
ज़मींदार,Zamindar
जापान,Japan
जिम कार्बेट,Jim Corbett
ज्यां रेनुआ,Jean Renoir
डिस्कवरी ऑफ़ इंडिया,The Discovery of India
डोमिनिका,Dominica
तारिक़ मसूद,Tareque Masud
द टाइम्स ऑफ़ इंडिया,The Times of India
दादासाहब फाल्के पुरस्कार,Dadasaheb Phalke Award
दार्जीलिंग,Darjeeling
दिल का दौरा,Myocardial infarction
दीपा मेहता,Deepa Mehta
द्वितीय विश्वयुद्ध,World War II
नक्सलवाद,Naxalite
नन्दलाल बोस,Nandalal Bose
नाइपॉल,V. S. Naipaul
न्यू यॉर्क टाइम्स,The New York Times
पटकथा,Screenplay
पथेर पांचाली,Pather Panchali
पद्म भूषण,Padma Bhushan
पश्चिम बंगाल,West Bengal
पारश पत्थर,Parash Pathar
पार्श्व संगीत,Film score
